"movie_title","director_name","title_year","duration","genre","gross","budget","imdb_score","classify_score","cast_total_facebook_likes"
"The Mirror Has Two Faces ","Barbra Streisand",1996,122,"Comedy",41252428,4.2e+07,6.5,"Average",13716
"The Mothman Prophecies ","Mark Pellington",2002,119,"Drama",35228696,3.2e+07,6.5,"Average",1651
"Brüno ","Larry Charles",2009,81,"Comedy",59992760,4.2e+07,5.8,"Average",2134
"Licence to Kill ","John Glen",1989,133,"Action",34667015,3.2e+07,6.6,"Average",2371
"Red Riding Hood ","Catherine Hardwicke",2011,100,"Horror",37652565,4.2e+07,5.4,"Average",15369
"15 Minutes ","John Herzfeld",2001,120,"Action",24375436,4.2e+07,6.1,"Average",33585
"Super Mario Bros. ","Annabel Jankel",1993,104,"Comedy",20915465,4.2e+07,4,"Average",7723
"Lord of War ","Andrew Niccol",2005,122,"Drama",24127895,5e+07,7.6,"Hit",12076
"Hero ","Yimou Zhang",2002,80,"Action",84961,3.1e+07,7.9,"Hit",6229
"One for the Money ","Julie Anne Robinson",2012,91,"Action",26404753,4e+07,5.3,"Average",3301
"The Interview ","Evan Goldberg",2014,112,"Comedy",6105175,4.4e+07,6.6,"Average",12239
"The Warrior's Way ","Sngmoo Lee",2010,100,"Action",5664251,4.5e+07,6.3,"Average",2056
"Micmacs ","Jean-Pierre Jeunet",2009,105,"Action",1260917,2.7e+07,7.2,"Hit",1342
"8 Mile ","Curtis Hanson",2002,110,"Drama",116724075,4.1e+07,7,"Average",1954
"A Knight's Tale ","Brian Helgeland",2001,144,"Action",56083966,6.5e+07,6.9,"Average",18761
"The Medallion ","Gordon Chan",2003,108,"Action",22108977,4.1e+07,5.2,"Average",1134
"The Sixth Sense ","M. Night Shyamalan",1999,107,"Drama",293501675,4e+07,8.1,"Hit",17540
"Man on a Ledge ","Asger Leth",2012,102,"Action",18600911,4.2e+07,6.6,"Average",362
"The Big Year ","David Frankel",2011,100,"Comedy",7204138,4.1e+07,6.2,"Average",2085
"The Karate Kid ","John G. Avildsen",1984,126,"Action",90800000,8e+06,7.2,"Hit",2004
"American Hustle ","David O. Russell",2013,138,"Drama",150117807,4e+07,7.3,"Hit",83012
"The Proposal ","Anne Fletcher",2009,108,"Comedy",163947053,4e+07,6.7,"Average",18656
"Double Jeopardy ","Bruce Beresford",1999,105,"Horror",116735231,7e+07,6.4,"Average",2129
"Back to the Future Part II ","Robert Zemeckis",1989,108,"Comedy",118500000,4e+07,7.8,"Hit",3660
"Lucy ","Luc Besson",2014,89,"Action",126546825,4e+07,6.4,"Average",32325
"Fifty Shades of Grey ","Sam Taylor-Johnson",2015,129,"Romance",166147885,4e+07,4.1,"Average",4585
"Spy Kids 3-D: Game Over ","Robert Rodriguez",2003,84,"Action",111760631,3.8e+07,4.1,"Average",22935
"A Time to Kill ","Joel Schumacher",1996,149,"Drama",108706165,4e+07,7.4,"Hit",31349
"Cheaper by the Dozen ","Shawn Levy",2003,94,"Comedy",138614544,4e+07,5.8,"Average",7014
"Lone Survivor ","Peter Berg",2013,121,"Action",125069696,4e+07,7.6,"Hit",1261
"A League of Their Own ","Penny Marshall",1992,128,"Comedy",107458785,4e+07,7.2,"Hit",16751
"The Conjuring 2 ","James Wan",2016,134,"Horror",102310175,4e+07,7.8,"Hit",2676
"The Social Network ","David Fincher",2010,120,"Drama",96917897,4e+07,7.7,"Hit",10555
"He's Just Not That Into You ","Ken Kwapis",2009,129,"Comedy",93952276,4e+07,6.4,"Average",318
"Scary Movie 4 ","David Zucker",2006,89,"Comedy",90703745,4.5e+07,5.1,"Average",5855
"Scream 3 ","Wes Craven",2000,116,"Horror",89138076,4e+07,5.5,"Average",600
"Back to the Future Part III ","Robert Zemeckis",1990,118,"Comedy",87666629,4e+07,7.4,"Hit",3986
"Get Hard ","Etan Cohen",2015,107,"Comedy",90353764,4e+07,6,"Average",12556
"Bram Stoker's Dracula ","Francis Ford Coppola",1992,155,"Romance",82522790,4e+07,7.5,"Hit",42220
"Julie & Julia ","Nora Ephron",2009,123,"Romance",94125426,4e+07,7,"Average",13321
"42 ","Brian Helgeland",2013,128,"Drama",95001343,4e+07,7.5,"Hit",16911
"The Talented Mr. Ripley ","Anthony Minghella",1999,139,"Drama",81292135,4e+07,7.3,"Hit",36810
"Dumb and Dumber To ","Bobby Farrelly",2014,109,"Comedy",86208010,3.5e+07,5.7,"Average",16179
"Eight Below ","Frank Marshall",2006,120,"Drama",81593527,4e+07,7.3,"Hit",24300
"The Intern ","Nancy Meyers",2015,121,"Comedy",75274748,3.5e+07,7.2,"Hit",36010
"Ride Along 2 ","Tim Story",2016,102,"Action",90835030,4e+07,5.9,"Average",5178
"The Last of the Mohicans ","Michael Mann",1992,117,"Action",72455275,4e+07,7.8,"Hit",2144
"Ray ","Taylor Hackford",2004,178,"Drama",75305995,4e+07,7.7,"Hit",5074
"Sin City ","Frank Miller",2005,147,"Horror",74098862,4e+07,8.1,"Hit",3924
"Vantage Point ","Pete Travis",2008,90,"Drama",72266306,4e+07,6.6,"Average",6775
"I Love You, Man ","John Hamburg",2009,105,"Comedy",71347010,4e+07,7.1,"Hit",28928
"Shallow Hal ","Bobby Farrelly",2001,114,"Comedy",70836296,4e+07,5.9,"Average",2842
"JFK ","Oliver Stone",1991,206,"Drama",70405498,4e+07,8,"Hit",698
"Big Momma's House 2 ","John Whitesell",2006,99,"Comedy",70163652,4e+07,4.6,"Average",19334
"The Mexican ","Gore Verbinski",2001,123,"Comedy",66808615,3.4e+07,6.1,"Average",43917
"17 Again ","Burr Steers",2009,102,"Comedy",64149837,2e+07,6.4,"Average",7009
"The Other Woman ","Nick Cassavetes",2014,109,"Comedy",83906114,4e+07,6,"Average",2357
"The Final Destination ","David R. Ellis",2009,82,"Horror",66466372,4e+07,5.2,"Average",303717
"Bridge of Spies ","Steven Spielberg",2015,142,"Drama",72306065,4e+07,7.6,"Hit",16944
"Behind Enemy Lines ","John Moore",2001,106,"Action",59068786,4e+07,6.4,"Average",2544
"Shall We Dance ","Peter Chelsom",2004,106,"Comedy",57887882,5e+07,6.1,"Average",2325
"Small Soldiers ","Joe Dante",1998,108,"Action",53955614,4e+07,6.1,"Average",8610
"Spawn ","Mark A.Z. Dippé",1997,98,"Action",54967359,4e+07,5.2,"Average",7039
"The Count of Monte Cristo ","Kevin Reynolds",2002,131,"Action",54228104,3.5e+07,7.7,"Hit",17152
"The Lincoln Lawyer ","Brad Furman",2011,118,"Drama",57981889,4e+07,7.3,"Hit",13943
"Unknown ","Jaume Collet-Serra",2011,113,"Action",61094903,3e+07,6.9,"Average",17152
"The Prestige ","Christopher Nolan",2006,130,"Drama",53082743,4e+07,8.5,"Hit",63986
"Horrible Bosses 2 ","Sean Anders",2014,116,"Comedy",54414716,4.2e+07,6.3,"Average",30571
"Escape from Planet Earth ","Cal Brunker",2013,89,"Comedy",57011847,4e+07,5.9,"Average",3361
"Apocalypto ","Mel Gibson",2006,139,"Action",50859889,4e+07,7.8,"Hit",848
"The Living Daylights ","John Glen",1987,130,"Action",51185897,3e+07,6.7,"Average",1233
"Predators ","Nimród Antal",2010,107,"Action",52000688,4e+07,6.4,"Average",4243
"Legal Eagles ","Ivan Reitman",1986,116,"Comedy",49851591,4e+07,5.9,"Average",2179
"Secret Window ","David Koepp",2004,96,"Horror",47781388,4e+07,6.6,"Average",41293
"The Lake House ","Alejandro Agresti",2006,99,"Romance",52320979,4e+07,6.8,"Average",18693
"The Skeleton Key ","Iain Softley",2005,104,"Horror",47806295,4.3e+07,6.5,"Average",1274
"The Odd Life of Timothy Green ","Peter Hedges",2012,105,"Comedy",51853450,2.5e+07,6.6,"Average",9069
"Made of Honor ","Paul Weiland",2008,101,"Comedy",46012734,4e+07,5.8,"Average",4298
"Jersey Boys ","Clint Eastwood",2014,134,"Drama",47034272,4e+07,6.9,"Average",2281
"The Rainmaker ","Francis Ford Coppola",1997,135,"Drama",45856732,4e+07,7.1,"Hit",16762
"Gothika ","Mathieu Kassovitz",2003,98,"Horror",59588068,4e+07,5.8,"Average",22318
"Amistad ","Steven Spielberg",1997,155,"Drama",44175394,3.6e+07,7.2,"Hit",37570
"Medicine Man ","John McTiernan",1992,106,"Romance",45500797,4e+07,6,"Average",519
"Aliens vs. Predator: Requiem ","Colin Strause",2007,102,"Action",41797066,4e+07,4.7,"Average",4324
"Ri¢hie Ri¢h ","Donald Petrie",1994,95,"Comedy",38087756,4e+07,5.2,"Average",4634
"Autumn in New York ","Joan Chen",2000,103,"Romance",37752931,4e+07,5.5,"Average",26938
"Paul ","Greg Mottola",2011,109,"Comedy",37371385,4e+07,7,"Average",390
"The Guilt Trip ","Anne Fletcher",2012,95,"Comedy",37101011,4e+07,5.8,"Average",1070
"Scream 4 ","Wes Craven",2011,111,"Horror",38176892,4e+07,6.2,"Average",4486
"8MM ","Joel Schumacher",1999,123,"Horror",36283504,4e+07,6.5,"Average",12970
"The Doors ","Oliver Stone",1991,140,"Drama",35183792,3.8e+07,7.2,"Hit",3044
"Sex Tape ","Jake Kasdan",2014,94,"Comedy",38543473,4e+07,5.1,"Average",1488
"Hanging Up ","Diane Keaton",2000,94,"Comedy",36037909,6e+07,4.7,"Average",1238
"Final Destination 5 ","Steven Quale",2011,92,"Horror",42575718,4e+07,5.9,"Average",3074
"Mickey Blue Eyes ","Kelly Makin",1999,102,"Comedy",33864342,4e+07,5.8,"Average",2913
"Pay It Forward ","Mimi Leder",2000,123,"Drama",33508922,4e+07,7.2,"Hit",23920
"Fever Pitch ","Bobby Farrelly",2005,104,"Comedy",42071069,3e+07,6.2,"Average",1827
"Drillbit Taylor ","Steven Brill",2008,102,"Comedy",32853640,4e+07,5.7,"Average",3239
"A Million Ways to Die in the West ","Seth MacFarlane",2014,136,"Comedy",42615685,4e+07,6.1,"Average",28927
"The Shadow ","Russell Mulcahy",1994,93,"Action",32055248,2.5e+07,6,"Average",2711
"Extremely Loud & Incredibly Close ","Stephen Daldry",2011,129,"Drama",31836745,4e+07,6.9,"Average",15595
"Morning Glory ","Roger Michell",2010,107,"Comedy",30993544,4e+07,6.5,"Average",621
"Get Rich or Die Tryin' ","Jim Sheridan",2005,117,"Drama",30981850,4e+07,5,"Average",3969
"The Art of War ","Christian Duguay",2000,116,"Action",30199105,4e+07,5.7,"Average",3753
"Rent ","Chris Columbus",2005,135,"Romance",29077547,4e+07,7,"Average",5917
"Bless the Child ","Chuck Russell",2000,107,"Drama",29374178,4e+07,5.1,"Average",4565
"The Out-of-Towners ","Sam Weisman",1999,90,"Comedy",28535768,4e+07,5.3,"Average",1335
"The Island of Dr. Moreau ","John Frankenheimer",1996,99,"Sci-Fi",27663982,4e+07,4.4,"Average",10469
"The Musketeer ","Peter Hyams",2001,104,"Action",27053815,4e+07,4.7,"Average",2888
"The Other Boleyn Girl ","Justin Chadwick",2008,115,"Romance",26814957,3.5e+07,6.7,"Average",77823
"Sweet November ","Pat O'Connor",2001,119,"Romance",25178165,4e+07,6.7,"Average",29484
"The Reaping ","Stephen Hopkins",2007,99,"Horror",25117498,4e+07,5.7,"Average",960
"Mean Streets ","Martin Scorsese",1973,112,"Romance",32645,5e+05,7.4,"Hit",23737
"Renaissance Man ","Penny Marshall",1994,128,"Comedy",24332324,4e+07,6.1,"Average",3126
"Colombiana ","Olivier Megaton",2011,112,"Action",36665854,4e+07,6.4,"Average",3432
"The Magic Sword: Quest for Camelot ","Frederik Du Chau",1998,86,"Comedy",22717758,4e+07,6.2,"Average",14275
"City by the Sea ","Michael Caton-Jones",2002,108,"Drama",22433915,6e+07,6.2,"Average",34377
"At First Sight ","Irwin Winkler",1999,128,"Romance",22326247,6e+07,5.9,"Average",3821
"Torque ","Joseph Kahn",2004,84,"Action",21176322,4e+07,4,"Average",5039
"City Hall ","Harold Becker",1996,111,"Drama",20300000,4e+07,6.2,"Average",17877
"Showgirls ","Paul Verhoeven",1995,131,"Drama",20302961,4.5e+07,4.6,"Average",18913
"Marie Antoinette ","Sofia Coppola",2006,123,"Romance",15962471,4e+07,6.4,"Average",7243
"Kiss of Death ","Barbet Schroeder",1995,101,"Action",14942422,4e+07,5.9,"Average",14008
"Get Carter ","Stephen Kay",2000,102,"Action",14967182,4e+07,5.1,"Average",14463
"The Impossible ","J.A. Bayona",2012,114,"Drama",18996755,4.5e+07,7.6,"Hit",7099
"Ishtar ","Elaine May",1987,107,"Action",14375181,5.1e+07,4.2,"Average",3374
"Fantastic Mr. Fox ","Wes Anderson",2009,87,"Comedy",20999103,4e+07,7.8,"Hit",24770
"Life or Something Like It ","Stephen Herek",2002,103,"Comedy",14448589,4e+07,5.8,"Average",12566
"Memoirs of an Invisible Man ","John Carpenter",1992,99,"Comedy",14358033,4e+07,5.9,"Average",2125
"Amélie ","Jean-Pierre Jeunet",2001,122,"Comedy",33201661,7.7e+07,8.4,"Hit",809
"New York Minute ","Dennie Gordon",2004,91,"Comedy",14018364,3e+07,4.8,"Average",3974
"Alfie ","Charles Shyer",2004,103,"Comedy",13395939,6e+07,6.2,"Average",3639
"Big Miracle ","Ken Kwapis",2012,107,"Romance",20113965,4e+07,6.5,"Average",1702
"The Deep End of the Ocean ","Ulu Grosbard",1999,106,"Drama",13376506,4e+07,6.3,"Average",4327
"Feardotcom ","William Malone",2002,101,"Horror",13208023,4.2e+07,3.3,"Average",4262
"Cirque du Freak: The Vampire's Assistant ","Paul Weitz",2009,109,"Action",13838130,4e+07,5.9,"Average",20503
"Duplex ","Danny DeVito",2003,89,"Comedy",9652000,4e+07,5.8,"Average",3096
"Raise the Titanic ","Jerry Jameson",1980,119,"Action",7e+06,3.6e+07,4.7,"Average",1883
"Universal Soldier: The Return ","Mic Rodgers",1999,83,"Action",10431220,2.4e+07,4.1,"Average",4024
"Pandorum ","Christian Alvart",2009,108,"Action",10326062,3.3e+07,6.8,"Average",14127
"Impostor ","Gary Fleder",2001,102,"Drama",6114237,4e+07,6.2,"Average",2664
"Extreme Ops ","Christian Duguay",2002,93,"Action",4835968,4e+07,4.5,"Average",4123
"Just Visiting ","Jean-Marie Poiré",2001,84,"Comedy",4777007,4e+07,5.8,"Average",1149
"Sunshine ","Danny Boyle",2007,107,"Sci-Fi",3675072,2.6e+07,7.3,"Hit",11623
"A Thousand Words ","Brian Robbins",2012,91,"Comedy",18438149,4e+07,5.9,"Average",222
"Delgo ","Marc F. Adler",2008,94,"Comedy",511920,4e+07,4.4,"Average",2449
"The Gunman ","Pierre Morel",2015,115,"Action",10640645,4e+07,5.8,"Average",1686
"Alex Rider: Operation Stormbreaker ","Geoffrey Sax",2006,93,"Action",652526,4e+07,5.1,"Average",15638
"Disturbia ","D.J. Caruso",2007,105,"Drama",80050171,2e+07,6.9,"Average",2288
"Hackers ","Iain Softley",1995,107,"Comedy",7564000,2e+07,6.2,"Average",13821
"The Hunting Party ","Richard Shepard",2007,101,"Comedy",876671,2.5e+07,6.9,"Average",504
"The Hudsucker Proxy ","Joel Coen",1994,111,"Comedy",2869369,3e+07,7.3,"Hit",2612
"The Warlords ","Peter Ho-Sun Chan",2007,113,"Action",128978,4e+07,7.1,"Hit",6267
"Nomad: The Warrior ","Sergey Bodrov",2005,112,"Drama",77231,2.5e+07,6,"Average",2115
"Snowpiercer ","Joon-ho Bong",2013,126,"Action",4563029,39200000,7,"Average",12286
"The Crow ","Alex Proyas",1994,98,"Action",50693162,2.3e+07,7.6,"Hit",2630
"Baahubali: The Beginning ","S.S. Rajamouli",2015,159,"Action",6498000,18026148,8.4,"Hit",554
"The Time Traveler's Wife ","Robert Schwentke",2009,107,"Romance",63411478,3.9e+07,7.1,"Hit",568
"Frankenweenie ","Tim Burton",2012,87,"Comedy",35287788,3.9e+07,7,"Average",4774
"Serenity ","Joss Whedon",2005,119,"Action",25335935,4e+07,8,"Hit",2853
"Against the Ropes ","Charles S. Dutton",2004,110,"Romance",5881504,3.9e+07,5.3,"Average",2972
"Superman III ","Richard Lester",1983,125,"Action",6e+07,3.9e+07,4.9,"Average",2329
"Grudge Match ","Peter Segal",2013,113,"Comedy",29802761,4e+07,6.4,"Average",36009
"Red Cliff ","John Woo",2008,150,"Action",626809,553632000,7.4,"Hit",2172
"Sweet Home Alabama ","Andy Tennant",2002,108,"Comedy",127214072,3.8e+07,6.1,"Average",4251
"The Ugly Truth ","Robert Luketic",2009,96,"Comedy",88915214,3.8e+07,6.5,"Average",22436
"Sgt. Bilko ","Jonathan Lynn",1996,93,"Comedy",30400000,3.9e+07,5.7,"Average",2176
"Spy Kids 2: Island of Lost Dreams ","Robert Rodriguez",2002,100,"Action",85570368,3.8e+07,5.1,"Average",18291
"Star Trek: Generations ","David Carson",1994,118,"Action",75668868,3.5e+07,6.6,"Average",6427
"The Grandmaster ","Kar-Wai Wong",2013,122,"Action",6594136,38600000,6.5,"Average",943
"Water for Elephants ","Francis Lawrence",2011,120,"Romance",58700247,3.8e+07,6.9,"Average",36062
"The Hurricane ","Norman Jewison",1999,146,"Drama",50668906,3.8e+07,7.6,"Hit",20516
"Enough ","Michael Apted",2002,115,"Drama",39177215,3.8e+07,5.6,"Average",3770
"Heartbreakers ","David Mirkin",2001,123,"Comedy",40334024,3.5e+07,6.2,"Average",2912
"Paul Blart: Mall Cop 2 ","Andy Fickman",2015,94,"Action",71038190,3e+07,4.4,"Average",3552
"Angel Eyes ","Luis Mandoki",2001,102,"Romance",24044532,3.8e+07,5.6,"Average",1440
"Joe Somebody ","John Pasquin",2001,98,"Comedy",22770864,3.8e+07,5.5,"Average",2765
"The Ninth Gate ","Roman Polanski",1999,133,"Horror",18653746,3.8e+07,6.7,"Average",42344
"Extreme Measures ","Michael Apted",1996,118,"Drama",17305211,3.8e+07,6.1,"Average",24547
"Rock Star ","Stephen Herek",2001,105,"Drama",16991902,5.7e+07,6.2,"Average",1265
"Precious ","Lee Daniels",2009,109,"Drama",47536959,1e+07,7.3,"Hit",3277
"White Squall ","Ridley Scott",1996,129,"Drama",10300000,3.8e+07,6.6,"Average",16237
"The Thing ","John Carpenter",1982,109,"Sci-Fi",13782838,1.5e+07,8.2,"Hit",1757
"Riddick ","David Twohy",2013,127,"Action",41997790,3.8e+07,6.4,"Average",17551
"Switchback ","Jeb Stuart",1997,118,"Horror",6482195,3.7e+07,6.4,"Average",74
"Texas Rangers ","Steve Miner",2001,110,"Action",623374,3.8e+07,5.2,"Average",2120
"City of Ember ","Gil Kenan",2008,90,"Sci-Fi",7871693,5.5e+07,6.5,"Average",15494
"The Master ","Paul Thomas Anderson",2012,144,"Drama",16377274,3.2e+07,7.1,"Hit",427
"The Express ","Gary Fleder",2008,130,"Drama",9589875,4e+07,7.3,"Hit",5162
"The 5th Wave ","J Blakeson",2016,112,"Action",34912982,3.8e+07,5.2,"Average",19974
"Creed ","Ryan Coogler",2015,133,"Drama",109712885,3.5e+07,7.7,"Hit",15106
"The Town ","Ben Affleck",2010,150,"Drama",92173235,3.7e+07,7.6,"Hit",14296
"What to Expect When You're Expecting ","Kirk Jones",2012,110,"Comedy",41102171,4e+07,5.7,"Average",13396
"Burn After Reading ","Ethan Coen",2008,96,"Comedy",60338891,3.7e+07,7,"Average",36093
"Nim's Island ","Jennifer Flackett",2008,96,"Comedy",48006503,3.7e+07,6,"Average",18178
"Rush ","Ron Howard",2013,123,"Action",26903709,3.8e+07,8.1,"Hit",37206
"Magnolia ","Paul Thomas Anderson",1999,188,"Drama",22450975,3.7e+07,8,"Hit",1906
"Cop Out ","Kevin Smith",2010,107,"Action",44867349,3.7e+07,5.6,"Average",14483
"How to Be Single ","Christian Ditter",2016,110,"Comedy",46813366,3.8e+07,6.1,"Average",4882
"Dolphin Tale ","Charles Martin Smith",2011,113,"Drama",72279690,3.7e+07,6.9,"Average",14209
"Twilight ","Catherine Hardwicke",2008,122,"Romance",191449475,3.7e+07,5.2,"Average",44060
"John Q ","Nick Cassavetes",2002,116,"Drama",71026631,3.6e+07,7,"Average",20970
"Blue Streak ","Les Mayfield",1999,93,"Action",68208190,6.5e+07,6.3,"Average",2986
"We're the Millers ","Rawson Marshall Thurber",2013,118,"Comedy",150368971,3.7e+07,7,"Average",3425
"Breakdown ","Jonathan Mostow",1997,93,"Action",50129186,3.6e+07,6.9,"Average",1874
"Never Say Never Again ","Irvin Kershner",1983,121,"Action",55500000,3.6e+07,6.2,"Average",762
"Hot Tub Time Machine ","Steve Pink",2010,101,"Comedy",50213619,3.6e+07,6.4,"Average",1272
"Dolphin Tale 2 ","Charles Martin Smith",2014,107,"Drama",42019483,3.6e+07,6.4,"Average",13904
"Reindeer Games ","John Frankenheimer",2000,124,"Action",23360779,3.4e+07,5.7,"Average",10838
"A Man Apart ","F. Gary Gray",2003,109,"Action",26183197,3.6e+07,6.1,"Average",16611
"Aloha ","Cameron Crowe",2015,105,"Comedy",20991497,3.7e+07,5.4,"Average",44037
"Ghosts of Mississippi ","Rob Reiner",1996,130,"Drama",13052741,3.6e+07,6.7,"Average",3968
"Snow Falling on Cedars ","Scott Hicks",1999,127,"Romance",14378353,3.6e+07,6.8,"Average",2393
"The Rite ","Mikael Håfström",2011,114,"Drama",33037754,3.7e+07,6,"Average",19904
"Gattaca ","Andrew Niccol",1997,106,"Drama",12339633,3.6e+07,7.8,"Hit",1942
"Isn't She Great ","Andrew Bergman",2000,95,"Comedy",2954405,3.6e+07,5.3,"Average",2928
"Space Chimps ","Kirk De Micco",2008,81,"Comedy",30105968,3.7e+07,4.5,"Average",2268
"Head of State ","Chris Rock",2003,95,"Comedy",37788228,35200000,5.4,"Average",4537
"The Hangover ","Todd Phillips",2009,108,"Comedy",277313371,3.5e+07,7.8,"Hit",17623
"Ip Man 3 ","Wilson Yip",2015,105,"Action",2126511,3.6e+07,7.2,"Hit",615
"Austin Powers: The Spy Who Shagged Me ","Jay Roach",1999,95,"Action",205399422,3.3e+07,6.6,"Average",47203
"Batman ","Tim Burton",1989,126,"Action",251188924,3.5e+07,7.6,"Hit",2725
"There Be Dragons ","Roland Joffé",2011,102,"Drama",1068392,3.6e+07,5.9,"Average",3497
"Lethal Weapon 3 ","Richard Donner",1992,121,"Action",144731527,3.5e+07,6.7,"Average",1446
"The Blind Side ","John Lee Hancock",2009,129,"Drama",255950375,2.9e+07,7.7,"Hit",3389
"Spy Kids ","Robert Rodriguez",2001,88,"Action",112692062,3.5e+07,5.4,"Average",4499
"Horrible Bosses ","Seth Gordon",2011,106,"Comedy",117528646,3.5e+07,6.9,"Average",18669
"True Grit ","Ethan Coen",2010,110,"Drama",171031347,3.8e+07,7.7,"Hit",25964
"The Devil Wears Prada ","David Frankel",2006,109,"Comedy",124732962,3.5e+07,6.8,"Average",23923
"Star Trek: The Motion Picture ","Robert Wise",1979,143,"Sci-Fi",82300000,3.5e+07,6.4,"Average",16007
"Identity Thief ","Seth Gordon",2013,120,"Comedy",134455175,3.5e+07,5.7,"Average",5826
"Cape Fear ","Martin Scorsese",1991,128,"Horror",79100000,3.5e+07,7.3,"Hit",24006
"21 ","Robert Luketic",2008,123,"Drama",81159365,3.5e+07,6.8,"Average",25661
"Trainwreck ","Judd Apatow",2015,129,"Comedy",110008260,3.5e+07,6.3,"Average",1450
"Guess Who ","Kevin Rodney Sullivan",2005,105,"Comedy",67962333,3.5e+07,5.9,"Average",2689
