All data provided by EQUIBASE -  http://www.equibase.com/,,,,,,,,,,
North American Thoroughbred Racing Starters - Trainer - Dirt/All Weather Surfaces,,,,,,,,,,
,,,,,,,,,,
Trainer Name,Starts,Starters,1st,2nd,3rd,Total $,Per Start $,Win %,Top 3 %,Racing Date
Patrick Mouton,73,24,6,16,14,"$170,740 ","$2,339 ",8%,49%,2016
C. Blaine Williams,104,29,8,11,11,"$170,598 ","$1,640 ",8%,29%,2016
Pamela P. Simpson,71,15,7,5,6,"$170,575 ","$2,402 ",10%,25%,2016
William A. Campbell,44,10,8,5,8,"$170,403 ","$3,873 ",18%,48%,2016
Ronald J. Dandy,73,23,5,10,11,"$170,169 ","$2,331 ",7%,36%,2016
Shannon Ritter,24,8,5,3,3,"$170,020 ","$7,084 ",21%,46%,2016
J. Edwin Shilling,128,31,26,21,18,"$169,961 ","$1,328 ",20%,51%,2016
David Bernstein,28,5,3,5,2,"$169,905 ","$6,068 ",11%,36%,2016
James Dean Locklear,93,25,7,12,12,"$169,866 ","$1,827 ",8%,33%,2016
Francis P. Campitelli,55,14,6,5,12,"$169,372 ","$3,079 ",11%,42%,2016
Donald C. Bookman,66,11,6,9,6,"$169,315 ","$2,565 ",9%,32%,2016
William R. Komlo,37,9,2,8,6,"$169,261 ","$4,575 ",5%,43%,2016
David Markgraf,81,16,16,11,12,"$169,100 ","$2,088 ",20%,48%,2016
Rick G. Jordan,163,40,16,23,22,"$168,913 ","$1,036 ",10%,37%,2016
Kevin Fletcher,95,25,18,12,9,"$168,828 ","$1,777 ",19%,41%,2016
Tim A. Ice,67,16,6,4,11,"$168,613 ","$2,517 ",9%,31%,2016
Ronald Kahles,126,19,12,12,13,"$168,527 ","$1,338 ",10%,29%,2016
Alexander P. Patykewich,33,7,2,4,12,"$168,496 ","$5,106 ",6%,55%,2016
Antonio Arriaga,27,9,5,3,5,"$168,444 ","$6,239 ",19%,48%,2016
Billy Ray Davis,82,20,15,17,13,"$168,432 ","$2,054 ",18%,55%,2016
Ronny W. Werner,32,17,3,5,5,"$168,325 ","$5,260 ",9%,41%,2016
Randy Haffner,97,27,6,10,5,"$168,225 ","$1,734 ",6%,22%,2016
Patrick B. Byrne,49,12,2,6,5,"$168,089 ","$3,430 ",4%,27%,2016
Elton Dickey,162,39,24,25,39,"$168,066 ","$1,037 ",15%,54%,2016
"Michael E. Jones, Jr.",106,32,10,9,13,"$168,053 ","$1,585 ",9%,30%,2016
Jami C. Poole,135,26,10,15,22,"$167,900 ","$1,244 ",7%,35%,2016
Donald W. Shuler,91,22,10,19,10,"$167,106 ","$1,836 ",11%,43%,2016
Troy A. Bethke,132,34,11,7,16,"$167,034 ","$1,265 ",8%,26%,2016
Adam Kitchingman,52,24,10,5,7,"$166,925 ","$3,210 ",19%,42%,2016
James E. Helzer,57,15,9,6,6,"$166,797 ","$2,926 ",16%,37%,2016
Morris G. Nicks,56,24,11,7,7,"$166,585 ","$2,975 ",20%,45%,2016
Edmund Pringle,36,7,2,3,6,"$166,390 ","$4,622 ",6%,31%,2016
Eduardo E. Jones,60,8,3,5,5,"$166,058 ","$2,768 ",5%,22%,2016
Mark J. Reid,44,14,6,7,12,"$165,726 ","$3,767 ",14%,57%,2016
Chris Dorris,118,19,15,14,27,"$165,653 ","$1,404 ",13%,47%,2016
Bobby S. Dibona,41,18,11,2,5,"$165,500 ","$4,037 ",27%,44%,2016
Michael T. Sabine,71,10,15,12,14,"$165,391 ","$2,329 ",21%,58%,2016
Chuck Peery,69,17,12,7,10,"$165,132 ","$2,393 ",17%,42%,2016
Ron Rozell,46,8,13,6,8,"$164,848 ","$3,584 ",28%,59%,2016
Frances McNeely,36,6,9,5,6,"$164,744 ","$4,576 ",25%,56%,2016
Paul G. Aguirre,68,23,9,8,7,"$164,593 ","$2,420 ",13%,35%,2016
John L. Hall,91,23,8,10,6,"$164,511 ","$1,808 ",9%,26%,2016
Kimberly DePasquale,80,13,9,10,12,"$164,120 ","$2,052 ",11%,39%,2016
Edwin T. Broome,50,14,7,6,4,"$164,049 ","$3,281 ",14%,34%,2016
Sandra Sweere,48,15,9,6,7,"$163,875 ","$3,414 ",19%,46%,2016
Alan Bedard,69,13,7,9,6,"$163,744 ","$2,373 ",10%,32%,2016
Patrick K. Marcondes,53,7,6,4,8,"$163,630 ","$3,087 ",11%,34%,2016
Terry W. Vance,133,33,10,9,9,"$163,548 ","$1,230 ",8%,21%,2016
Carl Doran,33,8,4,5,8,"$163,482 ","$4,954 ",12%,52%,2016
Kathy P. Mongeon,30,11,3,3,5,"$163,432 ","$5,448 ",10%,37%,2016
Emanuel J. Geralis,49,14,6,6,5,"$163,360 ","$3,334 ",12%,35%,2016
Douglas W. Danner,93,16,23,21,10,"$163,257 ","$1,755 ",25%,58%,2016
Ray Vernino,95,18,14,12,13,"$163,065 ","$1,716 ",15%,41%,2016
"James E. Nicholson, Jr.",119,25,4,6,3,"$162,769 ","$1,368 ",3%,11%,2016
Pedro J. Sobarzo,123,15,9,15,13,"$162,495 ","$1,321 ",7%,30%,2016
Carl J. Deville,81,20,11,10,8,"$162,393 ","$2,005 ",14%,36%,2016
Julie Robillard,119,39,17,17,20,"$162,368 ","$1,364 ",14%,45%,2016
Edward J. Kereluk,93,23,22,16,9,"$162,344 ","$1,746 ",24%,51%,2016
Thad W. Keller,74,15,5,14,10,"$162,278 ","$2,193 ",7%,39%,2016
Gregory DiPrima,54,18,5,5,6,"$161,929 ","$2,999 ",9%,30%,2016
"Claudie Marshall Godsey, Jr.",78,20,15,12,12,"$161,825 ","$2,075 ",19%,50%,2016
Doris Harwood,85,22,11,9,11,"$161,353 ","$1,898 ",13%,36%,2016
Judy Beavin,99,19,10,14,7,"$160,640 ","$1,623 ",10%,31%,2016
Sharon Ruberto,30,12,12,8,1,"$160,284 ","$5,343 ",40%,70%,2016
Dana Whited,97,25,10,12,13,"$160,155 ","$1,651 ",10%,36%,2016
Charles A. Cuprill,116,17,7,6,20,"$159,944 ","$1,379 ",6%,28%,2016
Jamie Attard,34,10,5,2,5,"$159,891 ","$4,703 ",15%,35%,2016
Anna Varsi,23,8,2,4,2,"$159,860 ","$6,950 ",9%,35%,2016
Diane M. Day,58,18,7,6,7,"$159,628 ","$2,752 ",12%,34%,2016
Javier E. Gonzalez,146,31,19,24,22,"$159,594 ","$1,093 ",13%,45%,2016
Michael W. Wright,62,10,11,7,11,"$159,187 ","$2,568 ",18%,47%,2016
Conor Murphy,41,15,8,7,5,"$159,021 ","$3,879 ",20%,49%,2016
Scott D. Mullins,83,21,7,5,10,"$158,571 ","$1,910 ",8%,27%,2016
Carlos A. Mancilla,59,14,5,9,6,"$158,523 ","$2,687 ",8%,34%,2016
Shea Stuart,51,20,7,5,9,"$158,469 ","$3,107 ",14%,41%,2016
Greg Zielinski,43,6,7,8,7,"$158,215 ","$3,679 ",16%,51%,2016
"Chris Landicini, Jr.",56,9,4,8,5,"$158,024 ","$2,822 ",7%,30%,2016
"Eleuterio Martinez, Jr.",83,24,11,13,14,"$157,924 ","$1,903 ",13%,46%,2016
Tony Michael Gattellaro,43,14,6,8,3,"$157,450 ","$3,662 ",14%,40%,2016
Robert Maybin,140,21,13,20,21,"$157,100 ","$1,122 ",9%,39%,2016
Chad Pitzer,17,5,6,3,3,"$157,070 ","$9,239 ",35%,71%,2016
Raymond E. Stifano,106,22,12,10,17,"$156,882 ","$1,480 ",11%,37%,2016
Nick Leggio,65,20,8,5,9,"$156,184 ","$2,403 ",12%,34%,2016
Andrew McKeever,47,22,5,12,2,"$155,931 ","$3,318 ",11%,40%,2016
Patrick J. Dupuy,15,4,2,4,1,"$155,604 ","$10,374 ",13%,47%,2016
Bradlee Rainwater,50,9,9,5,7,"$155,534 ","$3,111 ",18%,42%,2016
Jearl Ace Hare,51,7,4,10,7,"$155,302 ","$3,045 ",8%,41%,2016
Mandy Ness,47,35,12,5,8,"$155,169 ","$3,301 ",26%,53%,2016
Mark Hubley,59,16,8,8,10,"$155,156 ","$2,630 ",14%,44%,2016
Skip Einhorn,62,20,4,7,10,"$154,975 ","$2,500 ",6%,34%,2016
Eliezer Velez,168,27,24,31,32,"$154,905 ",$922 ,14%,52%,2016
Kelly M. Wellington,49,11,7,7,10,"$154,555 ","$3,154 ",14%,49%,2016
Penny Rone,44,24,7,3,2,"$154,510 ","$3,512 ",16%,27%,2016
Bobby Wayne Grayson,81,24,4,8,7,"$153,965 ","$1,901 ",5%,23%,2016
David C. Kassen,33,13,6,5,8,"$153,670 ","$4,657 ",18%,58%,2016
Amber Cobb,112,19,14,11,14,"$153,393 ","$1,370 ",13%,35%,2016
Steven Chircop,92,28,7,11,6,"$153,311 ","$1,666 ",8%,26%,2016
Blake Rust,99,16,9,11,14,"$153,077 ","$1,546 ",9%,34%,2016
Terry M. Romero,62,14,7,10,9,"$152,820 ","$2,465 ",11%,42%,2016
G. F. Almeida,46,9,4,2,7,"$152,589 ","$3,317 ",9%,28%,2016
Jim Penney,85,18,11,14,15,"$152,205 ","$1,791 ",13%,47%,2016
Marcelo Polanco,51,8,9,9,2,"$151,995 ","$2,980 ",18%,39%,2016
Jaqueline Smith,143,23,30,30,16,"$151,940 ","$1,063 ",21%,53%,2016
Jeff Engler,82,26,8,7,11,"$151,640 ","$1,849 ",10%,32%,2016
Jesse Compton,77,15,15,13,14,"$151,313 ","$1,965 ",19%,55%,2016
Randy Bayley,133,29,21,19,23,"$151,249 ","$1,137 ",16%,47%,2016
Jonah Fuselier,96,20,9,9,10,"$151,235 ","$1,575 ",9%,29%,2016
Keith E. Craigmyle,56,20,15,11,9,"$151,047 ","$2,697 ",27%,63%,2016
Amy Albright,79,29,13,9,10,"$150,974 ","$1,911 ",16%,41%,2016
"Jere R. Smith, Jr.",66,14,10,9,7,"$150,897 ","$2,286 ",15%,39%,2016
Stacy Torelli,74,13,8,11,11,"$150,799 ","$2,038 ",11%,41%,2016
Gerard Perron,64,10,10,10,8,"$150,540 ","$2,352 ",16%,44%,2016
Pat Parente,59,16,6,9,11,"$150,416 ","$2,549 ",10%,44%,2016
Jordan Blair,36,14,4,9,4,"$150,137 ","$4,170 ",11%,47%,2016
Christopher W. Melton,28,7,3,7,6,"$150,104 ","$5,361 ",11%,57%,2016
Beth Miller-Saul,81,11,8,16,15,"$149,570 ","$1,847 ",10%,48%,2016
Vance Earl Mikkelson,81,22,7,8,10,"$149,486 ","$1,846 ",9%,31%,2016
Nicholas Esler,37,15,2,6,10,"$149,406 ","$4,038 ",5%,49%,2016
"O. D. Jamison, Sr.",84,15,12,9,4,"$149,190 ","$1,776 ",14%,30%,2016
Enis Mouton,58,10,8,3,8,"$149,050 ","$2,570 ",14%,33%,2016
John S. McCaslin,57,9,5,5,5,"$148,725 ","$2,609 ",9%,26%,2016
Matt A. Shirer,39,14,8,5,7,"$148,694 ","$3,813 ",21%,51%,2016
Jennie Wilhelm-Saldana,120,22,2,6,15,"$148,510 ","$1,238 ",2%,19%,2016
Casey T. Lambert,90,22,11,13,14,"$147,599 ","$1,640 ",12%,42%,2016
Steve Henson,85,21,7,9,13,"$147,484 ","$1,735 ",8%,34%,2016
Phyllis Shetron,88,12,11,14,12,"$147,412 ","$1,675 ",13%,42%,2016
Craig Anthony Lewis,42,13,4,6,6,"$147,153 ","$3,504 ",10%,38%,2016
J. Alan Williams,76,19,11,10,12,"$146,603 ","$1,929 ",14%,43%,2016
Larry Cappuccitti,49,10,6,5,5,"$146,547 ","$2,991 ",12%,33%,2016
Val Brinkerhoff,92,25,13,9,12,"$146,466 ","$1,592 ",14%,37%,2016
"Anthony J. Hamilton, Jr.",53,20,8,2,10,"$146,331 ","$2,761 ",15%,38%,2016
Greg D. Cox,43,8,4,9,5,"$145,130 ","$3,375 ",9%,42%,2016
Vernon D. Coyle,110,17,21,12,14,"$145,009 ","$1,318 ",19%,43%,2016
Bryan Metz,143,26,6,17,16,"$144,874 ","$1,013 ",4%,27%,2016
Patrick J. Kelly,32,10,2,5,2,"$144,639 ","$4,520 ",6%,28%,2016
Alexander Martinez,46,9,8,6,5,"$144,610 ","$3,144 ",17%,41%,2016
Steve Ingram,36,10,8,7,4,"$144,190 ","$4,005 ",22%,53%,2016
Darrin Miller,46,19,5,8,7,"$144,144 ","$3,134 ",11%,43%,2016
Jack L. Harper,88,18,7,12,15,"$143,810 ","$1,634 ",8%,39%,2016
Alex Paszkeicz,69,16,5,12,7,"$143,743 ","$2,083 ",7%,35%,2016
Charlene Miller,50,12,5,6,10,"$143,567 ","$2,871 ",10%,42%,2016
Daniel E. Sanner,80,15,15,9,6,"$143,554 ","$1,794 ",19%,38%,2016
Carlos A Padilla,79,28,12,13,7,"$143,341 ","$1,814 ",15%,41%,2016
"Gary L. Williams, Jr.",28,6,7,5,7,"$143,338 ","$5,119 ",25%,68%,2016
Joseph R. Martin,66,28,8,13,6,"$142,680 ","$2,162 ",12%,41%,2016
Tanner Tracy,56,33,8,7,4,"$142,450 ","$2,544 ",14%,34%,2016
Don Bentler,95,11,12,16,14,"$142,392 ","$1,499 ",13%,44%,2016
Alex T. Hartman,53,14,7,8,6,"$141,941 ","$2,678 ",13%,40%,2016
Carl J. Woodley,89,24,7,9,9,"$141,895 ","$1,594 ",8%,28%,2016
"Donald W. Moran, Sr.",52,11,9,6,7,"$141,870 ","$2,728 ",17%,42%,2016
Heath Hammond,41,10,12,4,7,"$141,859 ","$3,460 ",29%,56%,2016
"John J. Hartsell, Jr.",49,11,4,10,6,"$141,823 ","$2,894 ",8%,41%,2016
Forrest Kaelin,75,13,11,6,11,"$141,738 ","$1,890 ",15%,37%,2016
Jose S. Rodriguez,97,24,7,9,11,"$141,727 ","$1,461 ",7%,28%,2016
Ruben Gomez,111,32,7,11,17,"$141,685 ","$1,276 ",6%,32%,2016
Greg Compton,51,20,9,4,7,"$141,664 ","$2,778 ",18%,39%,2016
Dan Blacker,23,10,3,4,6,"$141,438 ","$6,149 ",13%,57%,2016
Merrill C. Roberts,96,23,10,8,11,"$140,969 ","$1,468 ",10%,30%,2016
Ronald L. Westermann,113,25,14,17,23,"$140,673 ","$1,245 ",12%,48%,2016
Tammy Hornsby,74,23,5,3,7,"$140,601 ","$1,900 ",7%,20%,2016
Donald F. Hunt,69,24,13,6,7,"$140,472 ","$2,036 ",19%,38%,2016
"George Leonard, III",91,24,7,12,14,"$140,438 ","$1,543 ",8%,36%,2016
Stacy Machiz,22,4,4,3,2,"$140,146 ","$6,370 ",18%,41%,2016
Julio Martinez,167,35,22,31,23,"$140,088 ",$839 ,13%,46%,2016
Ann W. Merryman,56,19,3,6,8,"$139,925 ","$2,499 ",5%,30%,2016
Sherry Armstrong,71,17,15,10,6,"$139,750 ","$1,968 ",21%,44%,2016
Mary A. Pattershall,35,12,6,8,3,"$139,636 ","$3,990 ",17%,49%,2016
Mario Rafael Rodriguez,117,17,6,17,12,"$139,201 ","$1,190 ",5%,30%,2016
"Ronnie E. Cravens, III",77,21,8,7,10,"$139,064 ","$1,806 ",10%,32%,2016
Blair A. Miller,90,25,4,7,5,"$138,991 ","$1,544 ",4%,18%,2016
Troy Smith,66,13,15,8,10,"$138,879 ","$2,104 ",23%,50%,2016
Denise Schmidt,51,18,11,7,7,"$138,440 ","$2,715 ",22%,49%,2016
Sally Rivera,141,28,6,11,18,"$138,237 ",$980 ,4%,25%,2016
D. Kelly Ackerman,42,17,13,5,3,"$138,231 ","$3,291 ",31%,50%,2016
Charles Edwin Smith,44,8,6,8,6,"$137,402 ","$3,123 ",14%,45%,2016
"Jerry Wallace, II",37,17,7,7,3,"$137,340 ","$3,712 ",19%,46%,2016
Steve Attard,45,16,4,4,10,"$137,310 ","$3,051 ",9%,40%,2016
Anthony J. Russo,116,24,6,7,12,"$137,243 ","$1,183 ",5%,22%,2016
Barbara Jean Brown,47,7,5,6,10,"$137,228 ","$2,920 ",11%,45%,2016
C. Steve Larue,237,46,16,14,28,"$137,073 ",$578 ,7%,24%,2016
Humberto P. Loma,110,26,17,13,11,"$136,955 ","$1,245 ",15%,37%,2016
Norman R. Pointer,63,18,9,5,9,"$136,953 ","$2,174 ",14%,37%,2016
Allison Ramsay-Banks,31,11,5,6,3,"$136,933 ","$4,417 ",16%,45%,2016
Willie J. Kee,45,16,5,7,5,"$136,932 ","$3,043 ",11%,38%,2016
Robert Gerl,65,14,5,7,6,"$136,708 ","$2,103 ",8%,28%,2016
Larry W. Holt,102,25,15,13,6,"$136,174 ","$1,335 ",15%,33%,2016
Michelle Nihei,27,14,5,5,5,"$136,100 ","$5,041 ",19%,56%,2016
Mark E. Thomas,61,16,7,5,12,"$136,053 ","$2,230 ",11%,39%,2016
Jimmy Corrigan,57,22,7,9,5,"$135,628 ","$2,379 ",12%,37%,2016
Gary A. Thomas,43,12,5,6,3,"$135,487 ","$3,151 ",12%,33%,2016
Jorge Gomez,128,26,11,12,17,"$135,405 ","$1,058 ",9%,31%,2016
Leland Hayes,57,11,9,10,8,"$135,124 ","$2,371 ",16%,47%,2016
Jodie Hodges,89,17,8,11,10,"$135,055 ","$1,517 ",9%,33%,2016
Gloria Haley,62,13,5,10,8,"$135,051 ","$2,178 ",8%,37%,2016
Ronald W. Rogers,70,12,5,9,10,"$134,941 ","$1,928 ",7%,34%,2016
William R. Pogue,23,5,4,7,5,"$134,561 ","$5,850 ",17%,70%,2016
Michael Yates,52,26,5,6,8,"$134,335 ","$2,583 ",10%,37%,2016
Dwight J. Viator,56,12,7,11,9,"$133,400 ","$2,382 ",13%,48%,2016
"Clifford C. Lambert, Sr.",129,15,8,8,20,"$133,258 ","$1,033 ",6%,28%,2016
Alec Fehr,40,8,9,3,7,"$133,072 ","$3,327 ",23%,48%,2016
George Ron Scott,136,24,14,21,13,"$132,930 ",$977 ,10%,35%,2016
Leo Rodriguez,80,24,9,11,8,"$132,886 ","$1,661 ",11%,35%,2016
Jennifer Shafer,40,8,5,3,4,"$132,557 ","$3,314 ",13%,30%,2016
Luis G. Castro,113,19,22,18,17,"$132,232 ","$1,170 ",19%,50%,2016
Amanda Dymond,76,19,8,8,17,"$132,043 ","$1,737 ",11%,43%,2016
Ben D. A. Cecil,20,8,1,2,5,"$131,950 ","$6,598 ",5%,40%,2016
"Thomas E. Trione, Jr.",73,30,6,15,7,"$131,834 ","$1,806 ",8%,38%,2016
A. Paul Garcia,60,12,9,11,13,"$131,673 ","$2,195 ",15%,55%,2016
Douglas Nunn,61,22,4,8,11,"$131,375 ","$2,154 ",7%,38%,2016
"Joseph H. Pierce, Jr.",19,6,5,4,3,"$131,264 ","$6,909 ",26%,63%,2016
Kim A. Oliver,53,12,9,9,7,"$130,930 ","$2,470 ",17%,47%,2016
Lyle W. Magnuson,116,37,30,21,26,"$130,406 ","$1,124 ",26%,66%,2016
Michael P. Petro,26,17,8,2,1,"$130,120 ","$5,005 ",31%,42%,2016
"Kevin Morgan, Jr.",70,18,7,13,16,"$130,005 ","$1,857 ",10%,51%,2016
Alan Klanfer,25,13,4,6,1,"$129,775 ","$5,191 ",16%,44%,2016
Daniel Wills,43,9,7,3,5,"$129,355 ","$3,008 ",16%,35%,2016
Dale Greenwood,117,19,10,21,32,"$129,268 ","$1,105 ",9%,54%,2016
Thomas M. Bush,28,13,3,0,5,"$129,045 ","$4,609 ",11%,29%,2016
Freddie R. Johnson,83,12,5,12,9,"$128,909 ","$1,553 ",6%,31%,2016
Elias Tapsas,59,9,4,5,6,"$128,891 ","$2,185 ",7%,25%,2016
Calixto Juarez,32,7,4,5,6,"$128,785 ","$4,025 ",13%,47%,2016
Ney Pessanha,76,13,1,5,13,"$128,747 ","$1,694 ",1%,25%,2016
T. R. Haehn,220,49,12,13,27,"$128,573 ",$584 ,5%,24%,2016
Julee R. Rodriguez,30,7,6,5,5,"$128,512 ","$4,284 ",20%,53%,2016
Charles L. Dickey,35,10,6,4,4,"$128,059 ","$3,659 ",17%,40%,2016
Martin E. Ciresa,12,4,3,3,2,"$127,850 ","$10,654 ",25%,67%,2016
Justin J. Nixon,46,12,7,6,6,"$127,711 ","$2,776 ",15%,41%,2016
Rodolfo Garcia,53,15,8,8,8,"$127,710 ","$2,410 ",15%,45%,2016
Krista Cole,36,16,5,2,7,"$127,146 ","$3,532 ",14%,39%,2016
Harold Ladouceur,48,13,2,1,5,"$127,018 ","$2,646 ",4%,17%,2016
Robert D. Schultz,64,18,8,8,5,"$126,980 ","$1,984 ",13%,33%,2016
Domingo Chacaltana,126,19,6,17,32,"$126,825 ","$1,007 ",5%,44%,2016
"Thomas Ray Bell, II",29,9,4,4,7,"$126,546 ","$4,364 ",14%,52%,2016
W. V. Armata,68,13,4,8,9,"$126,483 ","$1,860 ",6%,31%,2016
Mark Rheinford,16,14,5,2,1,"$125,982 ","$7,874 ",31%,50%,2016
Ruperto R. Urbina,116,35,11,14,16,"$125,810 ","$1,085 ",9%,35%,2016
Joe Hawley,120,23,17,13,16,"$125,675 ","$1,047 ",14%,38%,2016
Larry Attard,6,1,4,0,0,"$125,272 ","$20,879 ",67%,67%,2016
Cole Bennett,117,32,15,18,10,"$125,218 ","$1,070 ",13%,37%,2016
Blake R. Heap,29,17,4,1,7,"$125,115 ","$4,314 ",14%,41%,2016
Jose Luis Vargas,88,22,9,9,17,"$124,993 ","$1,420 ",10%,40%,2016
Jerry A. Thurston,45,11,5,7,9,"$124,795 ","$2,773 ",11%,47%,2016
Doug Oliver,49,15,7,4,3,"$124,708 ","$2,545 ",14%,29%,2016
"Sam B. David, Jr.",42,14,8,5,5,"$124,565 ","$2,966 ",19%,43%,2016
Cyril F. Hicks,51,9,6,7,6,"$123,888 ","$2,429 ",12%,37%,2016
Dorothy Gentner,48,7,7,9,6,"$123,722 ","$2,578 ",15%,46%,2016
William Downing,33,11,5,1,9,"$123,700 ","$3,748 ",15%,45%,2016
Larry Stroope,51,15,8,10,7,"$123,605 ","$2,424 ",16%,49%,2016
Danny M. O'Callaghan,33,8,5,3,5,"$123,375 ","$3,739 ",15%,39%,2016
Kevin J. Joy,63,16,10,13,11,"$123,199 ","$1,956 ",16%,54%,2016
Terry R. Young,79,16,7,11,9,"$123,059 ","$1,558 ",9%,34%,2016
Robbie G. Davis,19,6,1,2,2,"$122,940 ","$6,471 ",5%,26%,2016
Salvador Naranjo,93,23,12,9,17,"$122,842 ","$1,321 ",13%,41%,2016
Linda K. Dixon,65,11,7,6,6,"$122,779 ","$1,889 ",11%,29%,2016
Mark Lemburg,157,28,14,18,23,"$122,729 ",$782 ,9%,35%,2016
Danny W. Payne,98,16,9,12,10,"$122,451 ","$1,250 ",9%,32%,2016
Christopher M. Keller,88,18,5,8,15,"$122,436 ","$1,391 ",6%,32%,2016
Robert A. Rivera,100,14,9,17,16,"$122,430 ","$1,224 ",9%,42%,2016
"George A. Iacovacci, Sr.",212,41,11,13,24,"$122,370 ",$577 ,5%,23%,2016
James R. Brown,92,24,9,15,13,"$122,069 ","$1,327 ",10%,40%,2016
Ever Olguin,88,20,9,11,14,"$121,877 ","$1,385 ",10%,39%,2016
Donna M. Taylor,40,9,5,3,7,"$121,802 ","$3,045 ",13%,38%,2016
Richard Rosales,48,9,5,4,10,"$121,740 ","$2,536 ",10%,40%,2016
Guy E. Tauzin,127,28,11,13,9,"$120,989 ",$953 ,9%,26%,2016
"Edwin Texidor, Jr.",109,38,20,22,21,"$120,984 ","$1,110 ",18%,58%,2016
Duane Offield,86,23,7,12,16,"$120,840 ","$1,405 ",8%,41%,2016
David Nicholson,28,7,7,4,4,"$120,736 ","$4,312 ",25%,54%,2016
Gary Delong,39,11,8,5,4,"$120,654 ","$3,094 ",21%,44%,2016
F. C. Frazier,56,15,8,11,8,"$120,448 ","$2,151 ",14%,48%,2016
Philip A. Oviedo,48,10,5,9,8,"$120,425 ","$2,509 ",10%,46%,2016
Ronald J. Matthieu,87,16,9,7,8,"$120,155 ","$1,381 ",10%,28%,2016
Ian Hemingway,62,24,6,7,18,"$120,100 ","$1,937 ",10%,50%,2016
Luis Calderon,28,5,5,2,4,"$120,050 ","$4,288 ",18%,39%,2016
Burl D. McBride,28,9,3,3,3,"$120,037 ","$4,287 ",11%,32%,2016
Rafael Lozada,84,12,7,9,16,"$120,003 ","$1,429 ",8%,38%,2016
Charles J. Hadry,21,9,5,4,2,"$119,830 ","$5,706 ",24%,52%,2016
Rickey N. Castille,84,18,6,10,4,"$119,790 ","$1,426 ",7%,24%,2016
"Angel A. Penna, Jr.",15,5,4,2,2,"$119,760 ","$7,984 ",27%,53%,2016
J. Michael Rogers,90,16,4,15,16,"$119,652 ","$1,329 ",4%,39%,2016
Rick Salter,46,11,4,7,7,"$119,565 ","$2,599 ",9%,39%,2016
Jason H. Meaux,72,12,4,11,8,"$119,355 ","$1,658 ",6%,32%,2016
Ty J. Garrett,51,16,11,4,6,"$119,329 ","$2,340 ",22%,41%,2016
"James A. Frangella, Jr.",33,9,1,8,4,"$119,265 ","$3,614 ",3%,39%,2016
Lorenzo Robinson,59,10,6,5,7,"$119,258 ","$2,021 ",10%,31%,2016
Deborah England,17,4,3,4,3,"$119,115 ","$7,007 ",18%,59%,2016
Tina Casalinova,101,16,7,8,15,"$119,085 ","$1,179 ",7%,30%,2016
Tina Rena Hurley,44,14,6,4,5,"$119,061 ","$2,706 ",14%,34%,2016
Scott Corderman,74,17,7,8,11,"$118,941 ","$1,607 ",9%,35%,2016
Matthew A. Troy,44,11,10,10,5,"$118,877 ","$2,702 ",23%,57%,2016
Ronald L. McAnally,25,10,2,6,5,"$118,875 ","$4,755 ",8%,52%,2016
Jeffrey S. Allen,47,8,7,12,7,"$118,751 ","$2,527 ",15%,55%,2016
Paul Treasure,79,23,13,16,16,"$118,521 ","$1,500 ",16%,57%,2016
Paul G. McClelland,37,6,7,7,14,"$118,492 ","$3,202 ",19%,76%,2016
Patty Leaney,65,12,11,4,10,"$118,441 ","$1,822 ",17%,38%,2016
Andrew Lakeman,24,9,2,4,3,"$118,370 ","$4,932 ",8%,38%,2016
Debra E. Rombis,89,21,5,9,16,"$118,266 ","$1,329 ",6%,34%,2016
Laurie Pratt,51,7,7,3,8,"$118,161 ","$2,317 ",14%,35%,2016
F. Dewaine Loy,78,13,7,7,9,"$118,073 ","$1,514 ",9%,29%,2016
Tony Wilson,73,17,7,4,14,"$118,003 ","$1,616 ",10%,34%,2016
Stephen D. Dunn,43,10,10,7,3,"$117,897 ","$2,742 ",23%,47%,2016
Patrick Ashton,49,9,5,4,4,"$117,760 ","$2,403 ",10%,27%,2016
Martin Woodhouse,62,11,3,3,7,"$117,607 ","$1,897 ",5%,21%,2016
Allen Maragh,47,7,7,7,6,"$117,510 ","$2,500 ",15%,43%,2016
Jim Crotts,78,25,24,11,7,"$117,474 ","$1,506 ",31%,54%,2016
Drew C. Fulmer,143,16,15,14,15,"$117,423 ",$821 ,10%,31%,2016
Jory Ferrell,80,14,8,10,14,"$117,286 ","$1,466 ",10%,40%,2016
Vaughan Heard,19,4,2,3,2,"$117,120 ","$6,164 ",11%,37%,2016
Ronald S. Glorioso,46,9,2,3,9,"$117,072 ","$2,545 ",4%,30%,2016
Ray Sibille,42,8,8,8,5,"$116,945 ","$2,784 ",19%,50%,2016
Jerry M. Fanning,31,9,2,4,4,"$116,701 ","$3,765 ",6%,32%,2016
William J Hogan,82,16,2,5,9,"$116,632 ","$1,422 ",2%,20%,2016
John R. Donaghey,55,12,4,3,10,"$116,550 ","$2,119 ",7%,31%,2016
Edward J. DeLauro,10,4,3,2,3,"$116,215 ","$11,622 ",30%,80%,2016
Susan L. Crowell,30,8,4,7,5,"$116,181 ","$3,873 ",13%,53%,2016
Dawn Martin,58,15,7,2,12,"$116,016 ","$2,000 ",12%,36%,2016
Chad J. Stewart,32,19,6,2,3,"$116,015 ","$3,625 ",19%,34%,2016
