All data provided by EQUIBASE -  http://www.equibase.com/,,,,,,,,,,
North American Thoroughbred Racing Starters - Trainer - Dirt/All Weather Surfaces,,,,,,,,,,
,,,,,,,,,,
Trainer Name,Starts,Starters,1st,2nd,3rd,Total $,Per Start $,Win %,Top 3 %,Racing Date
Linda Dollinger-Stehr,89,12,5,11,14,"$110,023 ","$1,236 ",6%,34%,2017
"William Stinson, Jr.",48,9,8,7,9,"$109,977 ","$2,291 ",17%,50%,2017
Pamela P. Simpson,60,18,5,11,7,"$109,580 ","$1,826 ",8%,38%,2017
Henry Burnett Armstrong,37,9,10,6,3,"$109,366 ","$2,956 ",27%,51%,2017
Samuel Calvario,40,15,9,5,6,"$109,255 ","$2,731 ",23%,50%,2017
Rolando J. Lima,41,7,2,9,3,"$109,070 ","$2,660 ",5%,34%,2017
Willie J. Kee,53,13,6,2,11,"$108,942 ","$2,056 ",11%,36%,2017
George Ron Scott,95,17,7,12,13,"$108,852 ","$1,146 ",7%,34%,2017
"Chris Landicini, Jr.",55,11,3,6,7,"$108,351 ","$1,970 ",5%,29%,2017
Kathleen M. Mordenti,91,28,6,7,12,"$108,320 ","$1,190 ",7%,27%,2017
Derrick J. Goetz,39,29,8,5,8,"$108,273 ","$2,776 ",21%,54%,2017
Jamie Hartmann,131,40,13,19,13,"$107,856 ",$823 ,10%,34%,2017
Patrick B. Byrne,26,8,0,8,5,"$107,604 ","$4,139 ",0%,50%,2017
"Bennie L. Woolley, Jr.",83,16,6,4,11,"$107,525 ","$1,295 ",7%,25%,2017
David Dotolo,84,13,3,5,3,"$107,520 ","$1,280 ",4%,13%,2017
Jason G. Cook,28,7,8,5,2,"$107,508 ","$3,840 ",29%,54%,2017
Donna M. Taylor,56,11,7,5,7,"$107,257 ","$1,915 ",13%,34%,2017
Conrad A. Belaire,35,11,3,4,5,"$107,142 ","$3,061 ",9%,34%,2017
Reina E. Gonzalez,75,13,9,6,10,"$106,922 ","$1,426 ",12%,33%,2017
George S. Bush,111,29,8,10,14,"$106,485 ",$959 ,7%,29%,2017
Roy Lumm,97,17,8,18,14,"$106,466 ","$1,098 ",8%,41%,2017
"Nicholas J. Gonzalez, Jr.",54,14,7,12,5,"$106,102 ","$1,965 ",13%,44%,2017
Larry Stroope,62,22,8,7,4,"$105,822 ","$1,707 ",13%,31%,2017
Juan Quintana Gutierrez,117,17,12,18,19,"$105,682 ",$903 ,10%,42%,2017
Lon Wiggins,53,22,5,5,3,"$105,616 ","$1,993 ",9%,25%,2017
Anthony Pottinger,46,12,3,4,0,"$105,578 ","$2,295 ",7%,15%,2017
Michael W. Wright,48,13,3,11,9,"$105,564 ","$2,199 ",6%,48%,2017
Krista Cole,31,6,6,1,3,"$105,511 ","$3,404 ",19%,32%,2017
Jennifer Tooley,46,8,5,11,9,"$105,473 ","$2,293 ",11%,54%,2017
Salvador Naranjo,95,23,9,11,16,"$105,366 ","$1,109 ",9%,38%,2017
Julio A. Casablanca,86,11,12,9,25,"$105,348 ","$1,225 ",14%,53%,2017
Paulo H. Lobo,21,9,1,5,2,"$105,300 ","$5,014 ",5%,38%,2017
Gary J. Husak,42,12,7,7,4,"$105,175 ","$2,504 ",17%,43%,2017
Chad K. Story,51,16,14,12,4,"$105,170 ","$2,062 ",27%,59%,2017
Robert J. Rose,53,9,4,3,3,"$105,170 ","$1,984 ",8%,19%,2017
Francine A. Villeneuve,31,8,4,5,5,"$105,041 ","$3,388 ",13%,45%,2017
"George A. Iacovacci, Sr.",176,33,14,13,25,"$104,997 ",$597 ,8%,30%,2017
Robbin Martens,49,13,10,6,4,"$104,581 ","$2,134 ",20%,41%,2017
Humberto Lopez,117,27,14,13,18,"$104,539 ",$893 ,12%,38%,2017
Steve Attard,45,12,1,6,6,"$104,504 ","$2,322 ",2%,29%,2017
Danny R. Bird,147,36,5,14,14,"$104,452 ",$711 ,3%,22%,2017
W. Phillip Gracey,28,9,4,2,2,"$104,249 ","$3,723 ",14%,29%,2017
Jed Steffee,44,8,7,4,5,"$104,160 ","$2,367 ",16%,36%,2017
W. R. Whitehouse,110,23,10,21,14,"$104,070 ",$946 ,9%,41%,2017
Linda K. Dixon,70,16,7,6,11,"$103,880 ","$1,484 ",10%,34%,2017
Georgia D. Andreadakis,27,3,4,5,2,"$103,830 ","$3,846 ",15%,41%,2017
"Jose Bracho, Jr.",26,4,12,3,3,"$103,690 ","$3,988 ",46%,69%,2017
Melissa Saldana,2,1,2,0,0,"$103,680 ","$51,840 ",100%,100%,2017
Santino C. DiPaola,51,10,2,4,5,"$103,584 ","$2,031 ",4%,22%,2017
Bradlee Rainwater,31,5,10,4,1,"$103,479 ","$3,338 ",32%,48%,2017
Daniel O'Hallaron,94,14,7,21,11,"$103,439 ","$1,100 ",7%,41%,2017
Travis Swan Murphy,46,11,4,9,6,"$103,078 ","$2,241 ",9%,41%,2017
Cindy Huber,43,11,7,6,4,"$102,914 ","$2,393 ",16%,40%,2017
Brandon McFarlane,44,7,2,11,5,"$102,838 ","$2,337 ",5%,41%,2017
"Larry D. Donlin, Jr.",53,13,12,6,3,"$102,822 ","$1,940 ",23%,40%,2017
Frank J. Kirby,61,16,6,7,18,"$102,804 ","$1,685 ",10%,51%,2017
Shelly R. Radosevich,45,15,8,7,5,"$102,625 ","$2,281 ",18%,44%,2017
Vance Earl Mikkelson,60,15,6,5,9,"$102,559 ","$1,709 ",10%,33%,2017
Javier Jose Sierra,67,15,0,7,10,"$102,482 ","$1,530 ",0%,25%,2017
Eric Raghunath,51,12,12,6,7,"$102,419 ","$2,008 ",24%,49%,2017
Charles R. Harvatt,47,15,4,3,4,"$102,408 ","$2,179 ",9%,23%,2017
David E. Hofmans,36,17,3,6,5,"$102,365 ","$2,843 ",8%,39%,2017
Jedd B. Josephson,60,28,8,9,8,"$102,225 ","$1,704 ",13%,42%,2017
Larry F. Curtis,37,8,6,3,7,"$102,095 ","$2,759 ",16%,43%,2017
Anthony Adamo,53,14,8,13,8,"$102,090 ","$1,926 ",15%,55%,2017
"Harvey L. Blue, Jr.",18,9,6,5,3,"$101,955 ","$5,664 ",33%,78%,2017
Reid Nagle,52,25,9,6,4,"$101,948 ","$1,961 ",17%,37%,2017
Donna Green Hurtak,27,6,4,3,4,"$101,880 ","$3,773 ",15%,41%,2017
John R. Dyer,29,6,5,2,5,"$101,684 ","$3,506 ",17%,41%,2017
Ralph R. Riviezzo,58,10,0,6,9,"$101,591 ","$1,752 ",0%,26%,2017
William A. Campbell,57,17,6,5,9,"$101,542 ","$1,781 ",11%,35%,2017
Dave Treharne,112,27,10,11,9,"$101,344 ",$905 ,9%,27%,2017
Alex Paszkeicz,75,14,8,4,10,"$101,326 ","$1,351 ",11%,29%,2017
Cecil Paul,13,2,4,3,2,"$101,185 ","$7,783 ",31%,69%,2017
Robert Guciardo,27,5,3,2,5,"$101,161 ","$3,747 ",11%,37%,2017
Larry W. Hayes,35,5,6,8,4,"$101,160 ","$2,890 ",17%,51%,2017
Chris Dorris,73,12,11,7,11,"$101,094 ","$1,385 ",15%,40%,2017
Cesar Nambo,17,5,2,4,7,"$101,073 ","$5,945 ",12%,76%,2017
Larry D. Ross,82,16,8,11,10,"$100,795 ","$1,229 ",10%,35%,2017
Larry Frazee,47,10,6,1,6,"$100,764 ","$2,144 ",13%,28%,2017
"Michael J. Divitto, Sr.",23,5,2,2,2,"$100,746 ","$4,380 ",9%,26%,2017
Jose Navarro,56,9,9,10,7,"$100,683 ","$1,798 ",16%,46%,2017
Jaqueline Smith,115,19,25,24,17,"$100,625 ",$875 ,22%,57%,2017
Glenn N. Harrison,47,8,6,7,5,"$100,509 ","$2,138 ",13%,38%,2017
Robert D. Schultz,46,10,6,2,5,"$100,421 ","$2,183 ",13%,28%,2017
Humberto P. Loma,87,24,10,15,12,"$100,351 ","$1,153 ",11%,43%,2017
Raquel A. Castro,87,14,9,6,18,"$100,160 ","$1,151 ",10%,38%,2017
David Wolochuk,40,11,6,8,6,"$99,734 ","$2,493 ",15%,50%,2017
Jesse Compton,74,22,12,8,5,"$99,725 ","$1,348 ",16%,34%,2017
Timothy J. Smylie,37,8,5,2,4,"$99,488 ","$2,689 ",14%,30%,2017
Steven Duke,56,14,5,9,8,"$99,346 ","$1,774 ",9%,39%,2017
Katharine M. Voss,15,8,2,2,4,"$99,141 ","$6,609 ",13%,53%,2017
Ian Howard,25,8,2,8,2,"$99,063 ","$3,963 ",8%,48%,2017
Elliott Arceneaux,60,10,6,3,12,"$99,020 ","$1,650 ",10%,35%,2017
Carlos C. Gonzalez,89,17,7,11,13,"$98,939 ","$1,112 ",8%,35%,2017
Ken Albu,42,13,12,10,3,"$98,866 ","$2,354 ",29%,60%,2017
Kathy Patton,59,14,4,8,10,"$98,784 ","$1,674 ",7%,37%,2017
Quentin B. Miller,84,20,5,8,11,"$98,745 ","$1,176 ",6%,29%,2017
Robert G. Smith,40,9,7,4,8,"$98,711 ","$2,468 ",18%,48%,2017
Anita Bolton,48,15,7,10,7,"$98,668 ","$2,056 ",15%,50%,2017
Jack L. Harper,72,14,5,7,8,"$98,656 ","$1,370 ",7%,28%,2017
Katy Cheeks,39,6,5,8,7,"$98,535 ","$2,527 ",13%,51%,2017
"Celio E. Trujillo, Jr",47,5,3,9,11,"$98,342 ","$2,092 ",6%,49%,2017
Joe D. Casey,44,14,6,8,4,"$98,229 ","$2,232 ",14%,41%,2017
Jonathan Necaise,60,11,5,4,5,"$98,170 ","$1,636 ",8%,23%,2017
Stephen D. Dunn,33,11,6,2,4,"$98,142 ","$2,974 ",18%,36%,2017
Luis Calderon,27,5,4,4,1,"$98,083 ","$3,633 ",15%,33%,2017
Patrick E. Swan,67,15,5,3,6,"$97,892 ","$1,461 ",7%,21%,2017
Juan P. Rios,115,28,13,21,27,"$97,787 ",$850 ,11%,53%,2017
Justin B. Clark,41,12,10,9,4,"$97,620 ","$2,381 ",24%,56%,2017
Joe Kirby,47,15,7,5,7,"$97,570 ","$2,076 ",15%,40%,2017
Roger Laurin,7,2,2,1,2,"$97,505 ","$13,929 ",29%,71%,2017
Judy Beavin,86,21,5,11,14,"$97,465 ","$1,133 ",6%,35%,2017
Brandon Charlerie,15,7,2,1,1,"$97,348 ","$6,490 ",13%,27%,2017
Troy Newton,46,11,8,9,7,"$97,093 ","$2,111 ",17%,52%,2017
Deanna Walper,65,13,6,12,11,"$97,060 ","$1,493 ",9%,45%,2017
L. Jay Cuccia,55,14,6,3,11,"$96,975 ","$1,763 ",11%,36%,2017
Phillip Mark Dison,50,21,6,7,7,"$96,970 ","$1,939 ",12%,40%,2017
Kimberly DePasquale,106,20,6,5,14,"$96,910 ",$914 ,6%,24%,2017
Charles R. Stutts,39,5,2,1,6,"$96,821 ","$2,483 ",5%,23%,2017
Jeff Engler,61,23,5,14,5,"$96,663 ","$1,585 ",8%,39%,2017
Jose A. Romero,120,21,4,9,10,"$96,550 ",$805 ,3%,19%,2017
Edward Fernandez,113,20,9,10,14,"$96,274 ",$852 ,8%,29%,2017
Stephen R. Mick,68,19,3,10,12,"$96,191 ","$1,415 ",4%,37%,2017
Carlo Vaccarezza,33,16,3,3,3,"$96,105 ","$2,912 ",9%,27%,2017
Sally Sue Schu,11,4,1,1,0,"$95,865 ","$8,715 ",9%,18%,2017
Mickey Kroger,28,8,6,1,4,"$95,620 ","$3,415 ",21%,39%,2017
"Thomas Iannotti, IV",53,15,5,4,13,"$95,422 ","$1,800 ",9%,42%,2017
Lauren Linn,39,6,1,8,9,"$95,337 ","$2,445 ",3%,46%,2017
Charles E. Brown,26,6,4,3,1,"$95,207 ","$3,662 ",15%,31%,2017
"Eduardo Azpurua, Jr.",46,10,4,4,11,"$95,133 ","$2,068 ",9%,41%,2017
Felix L. Gonzalez,86,24,9,10,14,"$95,115 ","$1,106 ",10%,38%,2017
Lori Hendrickson,31,14,5,5,4,"$95,075 ","$3,067 ",16%,45%,2017
Gerard Perron,69,9,6,10,6,"$94,970 ","$1,376 ",9%,32%,2017
Alfonso Balderas,74,15,6,15,3,"$94,790 ","$1,281 ",8%,32%,2017
John Cardella,36,8,4,4,6,"$94,782 ","$2,633 ",11%,39%,2017
Jami C. Poole,102,20,12,11,13,"$94,626 ",$928 ,12%,35%,2017
Faith A. Leatherman,44,15,4,1,1,"$94,591 ","$2,150 ",9%,14%,2017
Enrique A. Calderon,118,16,9,9,13,"$94,525 ",$801 ,8%,26%,2017
Gloria Haley,51,10,5,3,11,"$94,468 ","$1,852 ",10%,37%,2017
Gary Greiner,110,27,6,14,20,"$94,243 ",$857 ,5%,36%,2017
Matt Hebert,38,9,9,8,2,"$94,069 ","$2,476 ",24%,50%,2017
Gary Chudobiak,46,9,9,7,11,"$94,000 ","$2,043 ",20%,59%,2017
"Roy L. Marcom, Jr.",124,25,5,13,14,"$93,756 ",$756 ,4%,26%,2017
Patrick K. Marcondes,53,7,4,8,6,"$93,725 ","$1,768 ",8%,34%,2017
Sharilyn Stephens,70,10,3,10,5,"$93,703 ","$1,339 ",4%,26%,2017
Jeff D. Hudson,84,17,5,8,15,"$93,699 ","$1,115 ",6%,33%,2017
Francis P. Campitelli,48,10,4,8,7,"$93,608 ","$1,950 ",8%,40%,2017
Vaughan Heard,25,3,3,3,4,"$93,560 ","$3,742 ",12%,40%,2017
Stacy Torelli,86,18,4,16,12,"$93,554 ","$1,088 ",5%,37%,2017
Bill Tollett,71,12,8,7,14,"$93,269 ","$1,314 ",11%,41%,2017
Bart Baird,135,18,10,21,22,"$93,255 ",$691 ,7%,39%,2017
Ted W. Lucas,50,10,9,5,8,"$93,175 ","$1,864 ",18%,44%,2017
Stanley W. Roberts,61,17,7,3,10,"$93,084 ","$1,526 ",11%,33%,2017
Jamie L. Grubbs,77,18,9,9,18,"$92,990 ","$1,208 ",12%,47%,2017
Anthony Aguirre,53,16,4,6,7,"$92,758 ","$1,750 ",8%,32%,2017
Terry Gillihan,36,11,9,9,3,"$92,713 ","$2,575 ",25%,58%,2017
"Richard L. Beattie, Jr.",40,9,7,4,5,"$92,532 ","$2,313 ",18%,40%,2017
Darlene Braden,117,23,18,24,18,"$92,152 ",$788 ,15%,51%,2017
Ronald Gaffney,78,19,3,7,9,"$92,135 ","$1,181 ",4%,24%,2017
A. Paul Garcia,42,10,4,7,5,"$91,853 ","$2,187 ",10%,38%,2017
Candace M. Huffman,31,12,7,4,3,"$91,814 ","$2,962 ",23%,45%,2017
Crystal Cain,95,17,6,17,11,"$91,805 ",$966 ,6%,36%,2017
Charlene Miller,52,8,7,2,9,"$91,750 ","$1,764 ",13%,35%,2017
Wendy Uhacz,83,13,3,10,7,"$91,704 ","$1,105 ",4%,24%,2017
"George Leonard, III",50,18,6,9,4,"$91,694 ","$1,834 ",12%,38%,2017
Ben D. A. Cecil,25,11,3,3,3,"$91,685 ","$3,667 ",12%,36%,2017
Mark A. Shanley,73,14,2,8,10,"$91,586 ","$1,255 ",3%,27%,2017
Carlos A. Figueroa,40,17,11,8,5,"$91,576 ","$2,289 ",28%,60%,2017
Manuel Olivas,61,20,9,9,6,"$91,545 ","$1,501 ",15%,39%,2017
Amanda Colleen Rawlings,33,8,5,5,6,"$91,456 ","$2,771 ",15%,48%,2017
Elizabeth M. Merryman,25,15,3,2,1,"$91,270 ","$3,651 ",12%,24%,2017
Blanca Candelas,55,16,10,9,8,"$91,259 ","$1,659 ",18%,49%,2017
Dedrick Jones,131,37,6,6,15,"$91,239 ",$696 ,5%,21%,2017
G. F. Almeida,31,10,3,5,1,"$91,148 ","$2,940 ",10%,29%,2017
Loren G. Cox,78,18,12,12,11,"$91,073 ","$1,168 ",15%,45%,2017
Manolo Mangual,53,17,5,2,6,"$91,047 ","$1,718 ",9%,25%,2017
James J. Smith,30,7,2,5,1,"$90,770 ","$3,026 ",7%,27%,2017
Alex J. Torres-Casas,86,30,13,18,9,"$90,695 ","$1,055 ",15%,47%,2017
Candace Diehl,68,8,8,3,13,"$90,589 ","$1,332 ",12%,35%,2017
Rafael DeLeon,65,14,4,9,12,"$90,510 ","$1,392 ",6%,38%,2017
Dayson LaVanway,186,31,8,10,21,"$90,427 ",$486 ,4%,21%,2017
Steve Henson,69,17,5,8,5,"$90,343 ","$1,309 ",7%,26%,2017
Jimmy C. Collier,47,8,6,9,4,"$90,178 ","$1,919 ",13%,40%,2017
"John Henry Prather, Jr.",39,9,2,4,8,"$90,150 ","$2,312 ",5%,36%,2017
James J. Toner,11,6,1,2,3,"$90,132 ","$8,194 ",9%,55%,2017
William J. Hickey,11,6,3,2,1,"$90,070 ","$8,188 ",27%,55%,2017
Satchell Stevens,48,8,4,4,10,"$90,061 ","$1,876 ",8%,38%,2017
Anthony K. Grigsby,48,15,5,2,4,"$89,978 ","$1,875 ",10%,23%,2017
Jeff Barkley,56,11,7,9,12,"$89,883 ","$1,605 ",13%,50%,2017
Stetson Mitchell,139,29,17,10,13,"$89,858 ",$646 ,12%,29%,2017
Jesus Mendoza,53,12,5,2,8,"$89,695 ","$1,692 ",9%,28%,2017
Sam H. Howard,25,3,6,4,3,"$89,590 ","$3,584 ",24%,52%,2017
Karen E. Jacks,61,19,7,7,9,"$89,516 ","$1,467 ",11%,38%,2017
Eli Betancourt,40,9,5,6,1,"$89,383 ","$2,235 ",13%,30%,2017
Barr H. Inman,76,13,7,13,14,"$89,231 ","$1,174 ",9%,45%,2017
F. Dewaine Loy,58,11,5,11,5,"$89,106 ","$1,536 ",9%,36%,2017
Gregory Viands,46,11,6,10,5,"$89,062 ","$1,936 ",13%,46%,2017
"Frank C. Randazzo, Jr.",91,20,11,7,12,"$89,043 ",$978 ,12%,33%,2017
Sara Stanoszek,166,35,8,15,28,"$88,960 ",$536 ,5%,31%,2017
Terry Genecco,50,8,6,13,10,"$88,929 ","$1,779 ",12%,58%,2017
Cyril F. Hicks,73,10,5,15,7,"$88,835 ","$1,217 ",7%,37%,2017
Lonnie Vaughn,56,13,6,4,8,"$88,761 ","$1,585 ",11%,32%,2017
Niall Saville,25,9,4,3,3,"$88,692 ","$3,548 ",16%,40%,2017
Gregorio P. Rivera,89,18,11,10,13,"$88,687 ",$996 ,12%,38%,2017
Tim Weeder,72,15,9,6,13,"$88,489 ","$1,229 ",13%,39%,2017
Carlos V. Dominguez,81,15,5,11,10,"$88,314 ","$1,090 ",6%,32%,2017
Clifford F. Wilkinson,135,29,7,9,15,"$88,234 ",$654 ,5%,23%,2017
Jacob Palacios Molina,88,35,5,8,13,"$88,228 ","$1,003 ",6%,30%,2017
Timothy Shanley,85,24,5,10,9,"$88,065 ","$1,036 ",6%,28%,2017
"Anthony J. Hamilton, Jr.",35,15,6,3,5,"$88,049 ","$2,516 ",17%,40%,2017
Gerald W. Butler,55,12,15,6,9,"$88,010 ","$1,600 ",27%,55%,2017
Jodie Hodges,83,16,4,7,9,"$87,990 ","$1,060 ",5%,24%,2017
Theodore Arndt,38,11,5,6,9,"$87,710 ","$2,308 ",13%,53%,2017
Eldon Hall,38,6,6,3,6,"$87,690 ","$2,308 ",16%,39%,2017
Leonard M. Slager,86,30,6,12,10,"$87,672 ","$1,019 ",7%,33%,2017
Scott Corderman,120,25,4,9,10,"$87,565 ",$730 ,3%,19%,2017
Ramiro Lopez Zuazo,45,15,11,10,6,"$87,265 ","$1,939 ",24%,60%,2017
Joe P. McKellar,21,8,5,2,1,"$87,246 ","$4,155 ",24%,38%,2017
Lorenzo Ruiz,40,14,9,4,4,"$87,130 ","$2,178 ",23%,43%,2017
Maryann Iacone,73,18,6,4,6,"$86,969 ","$1,191 ",8%,22%,2017
Sally Rivera,103,20,4,8,4,"$86,832 ",$843 ,4%,16%,2017
Robert J. Anderson,37,8,4,6,5,"$86,732 ","$2,344 ",11%,41%,2017
Miles H. Heinen,54,16,5,5,4,"$86,700 ","$1,606 ",9%,26%,2017
James T. Spicer,67,9,4,10,9,"$86,667 ","$1,294 ",6%,34%,2017
Jeffrey S. Allen,31,9,6,1,7,"$86,644 ","$2,795 ",19%,45%,2017
Amber Meyaard,20,4,4,0,4,"$86,519 ","$4,326 ",20%,40%,2017
Alex A. Correa,104,23,3,9,14,"$86,382 ",$831 ,3%,25%,2017
Craig S. Miller,46,8,5,8,6,"$86,377 ","$1,878 ",11%,41%,2017
Donald F. Hunt,64,20,10,5,9,"$86,371 ","$1,350 ",16%,38%,2017
Preston Ferris,36,10,3,4,8,"$86,354 ","$2,399 ",8%,42%,2017
Bryan Metz,73,16,6,3,5,"$86,311 ","$1,182 ",8%,19%,2017
"Nick J. Mastronardi, Jr.",11,2,3,0,0,"$86,300 ","$7,845 ",27%,27%,2017
Patrick L. Sanchez,57,9,6,7,10,"$86,299 ","$1,514 ",11%,40%,2017
Kathleen Babcock,47,4,7,5,9,"$86,188 ","$1,834 ",15%,45%,2017
Anthony Mitchell,20,8,2,4,4,"$86,036 ","$4,302 ",10%,50%,2017
Joseph Brook,48,9,6,9,8,"$85,959 ","$1,791 ",13%,48%,2017
Paul Duhon,51,19,8,2,10,"$85,794 ","$1,682 ",16%,39%,2017
Martin Hinckson,28,12,4,3,6,"$85,737 ","$3,062 ",14%,46%,2017
Cary Brooks,23,5,3,4,4,"$85,662 ","$3,724 ",13%,48%,2017
James R. Childers,104,19,7,11,12,"$85,525 ",$822 ,7%,29%,2017
Ron Rozell,42,6,5,4,4,"$85,489 ","$2,035 ",12%,31%,2017
Joshua C. Faulkner,95,22,5,8,8,"$85,386 ",$899 ,5%,22%,2017
Lloyd N. Kromann,8,2,2,2,2,"$85,260 ","$10,658 ",25%,75%,2017
Alberto Amparan,41,12,3,3,5,"$85,207 ","$2,078 ",7%,27%,2017
Cody W. Axmaker,69,19,12,14,7,"$85,198 ","$1,235 ",17%,48%,2017
David R. Reid,44,8,8,7,10,"$85,136 ","$1,935 ",18%,57%,2017
Domingo Chacaltana,127,18,6,14,22,"$85,098 ",$670 ,5%,33%,2017
Roger W. Hansen,41,7,4,9,11,"$85,073 ","$2,075 ",10%,59%,2017
Mikhail Yanakov,47,13,3,6,5,"$84,919 ","$1,807 ",6%,30%,2017
Jesus Cruz,33,13,3,4,7,"$84,919 ","$2,573 ",9%,42%,2017
Douglas E. Shanyfelt,38,17,11,5,7,"$84,614 ","$2,227 ",29%,61%,2017
Dennis S. Lalman,19,5,1,5,3,"$84,610 ","$4,453 ",5%,47%,2017
Sherri Balo - Williams,65,21,5,7,8,"$84,608 ","$1,302 ",8%,31%,2017
Blake R. Heap,28,6,4,3,8,"$84,560 ","$3,020 ",14%,54%,2017
Emilio Cadena III,25,7,5,4,4,"$84,525 ","$3,381 ",20%,52%,2017
Jean L. Rofe,41,9,5,4,2,"$84,339 ","$2,057 ",12%,27%,2017
Lauren Fincher,13,10,3,6,0,"$84,335 ","$6,487 ",23%,69%,2017
Marissa Black,72,21,6,11,12,"$84,313 ","$1,171 ",8%,40%,2017
Luis G. Castro,67,18,11,7,11,"$84,210 ","$1,257 ",16%,43%,2017
Daniel Thompson,103,17,7,4,14,"$84,167 ",$817 ,7%,24%,2017
Lisa Burry,33,6,2,5,7,"$84,075 ","$2,548 ",6%,42%,2017
Sherry Armstrong,63,18,9,5,6,"$84,036 ","$1,334 ",14%,32%,2017
Abel A. Castellano,15,11,5,0,1,"$84,030 ","$5,602 ",33%,40%,2017
Bobby Wayne Grayson,53,21,2,2,6,"$84,020 ","$1,585 ",4%,19%,2017
Philip A. Gleaves,18,10,3,4,2,"$83,960 ","$4,664 ",17%,50%,2017
Jennivieve M. Burton,45,8,6,7,6,"$83,787 ","$1,862 ",13%,42%,2017
Gerasimos Moschonas,66,9,5,3,5,"$83,204 ","$1,261 ",8%,20%,2017
Bobby S. Dibona,22,10,4,4,0,"$83,100 ","$3,777 ",18%,36%,2017
James H. Starkey,81,15,4,11,9,"$83,046 ","$1,025 ",5%,30%,2017
David St. Clair,50,14,5,6,6,"$82,971 ","$1,659 ",10%,34%,2017
Pamela A. Arnold,43,11,3,3,6,"$82,780 ","$1,925 ",7%,28%,2017
Michael Lerman,33,18,2,1,3,"$82,747 ","$2,507 ",6%,18%,2017
James R. Compton,56,13,18,7,12,"$82,517 ","$1,474 ",32%,66%,2017
Rodney Haynes,73,16,10,9,21,"$82,491 ","$1,130 ",14%,55%,2017
"Robert R. O'Connor, II",35,11,5,4,8,"$82,464 ","$2,356 ",14%,49%,2017
Elizabeth E. Meehan,42,8,3,12,9,"$82,237 ","$1,958 ",7%,57%,2017
John L. Stahlin,33,4,4,4,6,"$82,123 ","$2,489 ",12%,42%,2017
Nestor Rivera,71,15,7,6,4,"$82,100 ","$1,156 ",10%,24%,2017
John C. Wainwright,59,13,4,8,6,"$82,065 ","$1,391 ",7%,31%,2017
Robert J. Taylor,23,7,3,2,4,"$81,814 ","$3,557 ",13%,39%,2017
Carl J. Domino,20,8,1,4,2,"$81,646 ","$4,082 ",5%,35%,2017
Shaun C. Morrow,30,7,8,5,5,"$81,630 ","$2,721 ",27%,60%,2017
Jodie Rawson,38,6,7,5,6,"$81,560 ","$2,146 ",18%,47%,2017
Marialice Coffey,22,5,1,0,1,"$81,471 ","$3,703 ",5%,9%,2017
Natalie Houle,75,15,4,8,9,"$81,403 ","$1,085 ",5%,28%,2017
John R. Donaghey,43,7,3,8,6,"$81,350 ","$1,892 ",7%,40%,2017
Brenda Wilson,39,7,1,2,3,"$81,349 ","$2,086 ",3%,15%,2017
Jim Gilmour,118,27,14,16,21,"$81,345 ",$689 ,12%,43%,2017
Justin J. Nixon,22,5,3,4,3,"$81,344 ","$3,697 ",14%,45%,2017
Dorothy Gentner,37,9,6,4,7,"$81,287 ","$2,197 ",16%,46%,2017
Robert C. Kingston,68,12,2,11,13,"$81,204 ","$1,194 ",3%,38%,2017
Donald E. Souder,35,4,4,5,4,"$81,118 ","$2,318 ",11%,37%,2017
William Joe David,95,27,6,4,12,"$81,072 ",$853 ,6%,23%,2017
Rodolfo Sanchez-Salomon,32,4,4,5,4,"$80,926 ","$2,529 ",13%,41%,2017
Thomas H. Lingenfelter,46,6,3,5,11,"$80,878 ","$1,758 ",7%,41%,2017
Ronald J. Dandy,65,23,1,4,6,"$80,797 ","$1,243 ",2%,17%,2017
Teddy C. Randazzo,28,9,15,4,1,"$80,779 ","$2,885 ",54%,71%,2017
Christine Hicklin Mamakos,15,3,2,3,2,"$80,777 ","$5,385 ",13%,47%,2017
William B. Sandmann III,25,3,4,8,0,"$80,470 ","$3,219 ",16%,48%,2017
"John J. Tammaro, III",65,14,4,7,7,"$80,414 ","$1,237 ",6%,28%,2017
Tana Caldwell,23,4,3,7,1,"$80,341 ","$3,493 ",13%,48%,2017
Don Combs,31,5,5,5,4,"$80,336 ","$2,591 ",16%,45%,2017
"Joseph H. Pierce, Jr.",19,6,3,1,2,"$80,245 ","$4,223 ",16%,32%,2017
Lorna M. Perkins,27,8,2,4,0,"$79,888 ","$2,959 ",7%,22%,2017
Keturah E. Obed-Letts,66,14,5,5,9,"$79,879 ","$1,210 ",8%,29%,2017
"Thomas Ray Bell, II",23,9,2,6,3,"$79,797 ","$3,469 ",9%,48%,2017
Emile Schwandt,36,11,7,3,7,"$79,215 ","$2,200 ",19%,47%,2017
Michael Weaver,17,3,2,3,3,"$79,035 ","$4,649 ",12%,47%,2017
Elizabeth Brand,49,9,4,3,8,"$79,005 ","$1,612 ",8%,31%,2017
Rachael Maddox,116,22,3,7,4,"$78,990 ",$681 ,3%,12%,2017
John L. Langemeier,17,6,3,0,3,"$78,787 ","$4,635 ",18%,35%,2017
Tyrone Shaw,20,7,3,4,3,"$78,752 ","$3,938 ",15%,50%,2017
Owen M. Stites,11,2,3,2,2,"$78,658 ","$7,151 ",27%,64%,2017
Laura Cazares,20,11,4,5,1,"$78,615 ","$3,931 ",20%,50%,2017
